protein_id,name,ex_max,em_max,qy,stokes_shift,ext_coeff,brightness,chrom_found,chrom_position,chrom_phi_tyr,chrom_psi_tyr,chrom_chi1_tyr,chrom_ring_planarity,chrom_plddt_mean,chrom_plddt_min,env_n_neighbors,env_n_hydrophobic,env_n_polar,env_n_charged_pos,env_n_charged_neg,env_n_aromatic,env_ratio_hydrophobic,env_ratio_polar,env_net_charge,env_plddt_mean,glob_n_residues,glob_n_atoms,glob_radius_gyration,glob_extent_x,glob_extent_y,glob_extent_z,glob_plddt_mean,glob_plddt_std,glob_plddt_min,glob_frac_plddt_70,glob_frac_plddt_90,seq_freq_A,seq_freq_C,seq_freq_D,seq_freq_E,seq_freq_F,seq_freq_G,seq_freq_H,seq_freq_I,seq_freq_K,seq_freq_L,seq_freq_M,seq_freq_N,seq_freq_P,seq_freq_Q,seq_freq_R,seq_freq_S,seq_freq_T,seq_freq_V,seq_freq_W,seq_freq_Y,seq_frac_hydrophobic,seq_frac_polar,seq_frac_aromatic,seq_length,seq_gravy
sopp,SOPP,440,487,0.39,47,14500.0,5.66,0,,,,,,,,,,,,,,,,,,106,868,13.089060583241343,34.961,33.75,39.358999999999995,96.34622641509435,6.48875914131656,43.94,0.9811320754716981,0.9528301886792453,0.02830188679245283,0.0,0.07547169811320754,0.07547169811320754,0.05660377358490566,0.07547169811320754,0.009433962264150943,0.08490566037735849,0.05660377358490566,0.11320754716981132,0.018867924528301886,0.03773584905660377,0.04716981132075472,0.07547169811320754,0.07547169811320754,0.03773584905660377,0.05660377358490566,0.03773584905660377,0.009433962264150943,0.02830188679245283,0.39622641509433965,0.2358490566037736,0.10377358490566038,106,-0.5198113207547171
spoon,SPOON,510,527,0.5,17,54000.0,27.0,1,39.0,114.32564737248885,2.131195292943421,58.53585083493616,0.0012888139691326957,96.14666666666666,95.18999999999998,4.0,1.0,0.0,2.0,1.0,0.0,0.25,0.0,1.0,97.5775,239,1892,17.480822167520955,58.469,44.093999999999994,48.047,94.45510460251047,11.21759626627926,32.69,0.9539748953974896,0.9205020920502092,0.03765690376569038,0.008368200836820083,0.0794979079497908,0.06694560669456066,0.0502092050209205,0.100418410041841,0.04184100418410042,0.0502092050209205,0.08368200836820083,0.09205020920502092,0.02092050209205021,0.0502092050209205,0.04184100418410042,0.029288702928870293,0.02510460251046025,0.03765690376569038,0.06276150627615062,0.07112970711297072,0.0041841004184100415,0.04602510460251046,0.3682008368200837,0.23430962343096234,0.14225941422594143,239,-0.46527196652719705
sreach1,sREACh1,518,530,0.03,12,114000.0,3.42,1,39.0,112.33711713312704,0.849855013567727,60.07841304060846,0.0005556484872665514,95.18666666666667,94.12,4.0,1.0,0.0,2.0,1.0,0.0,0.25,0.0,1.0,97.1875,239,1899,17.681208561464604,49.547,53.047,51.406000000000006,93.77719665271967,9.969157378424955,43.59,0.9539748953974896,0.8870292887029289,0.03765690376569038,0.008368200836820083,0.07531380753138076,0.06694560669456066,0.0502092050209205,0.09623430962343096,0.03347280334728033,0.0502092050209205,0.08786610878661087,0.09205020920502092,0.029288702928870293,0.04602510460251046,0.04602510460251046,0.029288702928870293,0.02510460251046025,0.03347280334728033,0.058577405857740586,0.0794979079497908,0.008368200836820083,0.04602510460251046,0.39330543933054396,0.2217573221757322,0.13807531380753138,239,-0.37698744769874487
sreach2,sREACh2,519,531,0.02,12,130000.0,2.6,1,39.0,112.85089678925856,0.32353138599014303,58.871783790799775,0.0005684335111786994,95.02,94.0,4.0,1.0,0.0,2.0,1.0,0.0,0.25,0.0,1.0,97.14,239,1895,17.660854883595285,54.969,51.282000000000004,46.593999999999994,93.82740585774059,10.42614415655926,42.75,0.9497907949790795,0.891213389121339,0.04184100418410042,0.008368200836820083,0.07531380753138076,0.06694560669456066,0.0502092050209205,0.09623430962343096,0.03347280334728033,0.0502092050209205,0.08786610878661087,0.09205020920502092,0.029288702928870293,0.04602510460251046,0.04602510460251046,0.02510460251046025,0.02510460251046025,0.03347280334728033,0.058577405857740586,0.0794979079497908,0.008368200836820083,0.04602510460251046,0.39748953974895396,0.2175732217573222,0.13807531380753138,239,-0.35481171548117163
staygold-e138d,StayGold-E138D,497,504,0.87,7,145000.0,126.15,1,57.0,129.1994351183159,-36.93768719879208,81.61924772890113,0.0006538142984734025,62.156666666666666,59.59,6.0,1.0,1.0,2.0,1.0,0.0,0.16666666666666666,0.16666666666666666,1.0,93.04166666666667,217,1731,16.459830756570508,49.907,41.25,45.422,94.64668202764976,6.219708015084213,57.22,0.9815668202764977,0.9078341013824884,0.03225806451612903,0.02304147465437788,0.055299539170506916,0.06451612903225806,0.041474654377880185,0.08755760368663594,0.06451612903225806,0.03686635944700461,0.08294930875576037,0.059907834101382486,0.027649769585253458,0.04608294930875576,0.059907834101382486,0.04608294930875576,0.018433179723502304,0.06912442396313365,0.06912442396313365,0.05069124423963134,0.013824884792626729,0.05069124423963134,0.3225806451612903,0.30414746543778803,0.17050691244239632,217,-0.7769585253456219
staygold,StayGold,496,505,0.93,9,159000.0,147.87,1,57.0,83.51412678050816,-37.9760729692438,128.54877977290582,0.0005108572554983063,57.76,53.78,5.0,1.0,1.0,2.0,1.0,0.0,0.2,0.2,1.0,89.228,217,1732,16.463955233075403,50.39,39.626,46.547,94.10562211981568,6.494661239276991,53.78,0.9815668202764977,0.880184331797235,0.03225806451612903,0.02304147465437788,0.05069124423963134,0.06912442396313365,0.041474654377880185,0.08755760368663594,0.06451612903225806,0.03686635944700461,0.08294930875576037,0.059907834101382486,0.027649769585253458,0.04608294930875576,0.059907834101382486,0.04608294930875576,0.018433179723502304,0.06912442396313365,0.06912442396313365,0.05069124423963134,0.013824884792626729,0.05069124423963134,0.3225806451612903,0.30414746543778803,0.17050691244239632,217,-0.7769585253456219
stayrose,StayRose,530,588,,58,,,0,,,,,,,,,,,,,,,,,,216,1720,16.46880837887998,46.109,37.5,50.624,93.93023148148148,7.057974111423719,57.03,0.9722222222222222,0.8657407407407407,0.032407407407407406,0.023148148148148147,0.05092592592592592,0.06944444444444445,0.041666666666666664,0.08796296296296297,0.06481481481481481,0.037037037037037035,0.08333333333333333,0.06018518518518518,0.027777777777777776,0.046296296296296294,0.06018518518518518,0.046296296296296294,0.018518518518518517,0.06944444444444445,0.06944444444444445,0.05092592592592592,0.013888888888888888,0.046296296296296294,0.32407407407407407,0.30092592592592593,0.16666666666666666,216,-0.7745370370370368
sumire,Sumire,343,414,0.7,71,20000.0,14.0,1,66.0,90.61997110326998,1.0299903457764383,79.01100054924174,0.0004200355366613712,90.17,87.88,7.0,3.0,1.0,2.0,1.0,0.0,0.42857142857142855,0.14285714285714285,1.0,96.16857142857143,236,1851,17.237303907352626,50.391000000000005,40.265,61.483999999999995,94.32648305084746,9.962577303558238,30.67,0.9703389830508474,0.9067796610169492,0.038135593220338986,0.00847457627118644,0.07627118644067797,0.06779661016949153,0.0423728813559322,0.1059322033898305,0.038135593220338986,0.05084745762711865,0.08050847457627118,0.08050847457627118,0.0211864406779661,0.05084745762711865,0.0423728813559322,0.025423728813559324,0.038135593220338986,0.038135593220338986,0.06779661016949153,0.0847457627118644,0.00423728813559322,0.038135593220338986,0.3644067796610169,0.2288135593220339,0.1228813559322034,236,-0.48093220338983067
super-tagrfp,super-TagRFP,555,579,0.53,24,113000.0,59.89,1,67.0,29.375307980971645,31.742021355153316,-175.6368814865366,0.0005598251173757821,92.08333333333333,89.5,4.0,1.0,2.0,0.0,1.0,1.0,0.25,0.5,-1.0,96.2025,244,1934,17.90917566220008,54.766000000000005,36.844,59.328,93.22040983606557,10.639395851942417,42.81,0.9426229508196722,0.8401639344262295,0.040983606557377046,0.01639344262295082,0.040983606557377046,0.08196721311475409,0.045081967213114756,0.10245901639344263,0.03278688524590164,0.036885245901639344,0.0860655737704918,0.0778688524590164,0.045081967213114756,0.045081967213114756,0.045081967213114756,0.028688524590163935,0.036885245901639344,0.036885245901639344,0.0778688524590164,0.06557377049180328,0.00819672131147541,0.04918032786885246,0.36475409836065575,0.2540983606557377,0.13524590163934427,244,-0.4995901639344266
supernova2,SuperNova2,579,610,,31,45.0,,1,67.0,19.588901203556635,17.822083022164136,169.83062699810574,0.0003126933574477127,82.58666666666666,78.44,4.0,0.0,1.0,1.0,2.0,1.0,0.0,0.25,-1.0,95.485,239,1863,18.61998263700752,51.859,55.516,67.578,93.66025104602512,10.870298365171701,38.78,0.9414225941422594,0.895397489539749,0.0502092050209205,0.02510460251046025,0.08368200836820083,0.0502092050209205,0.07112970711297072,0.08786610878661087,0.0502092050209205,0.07112970711297072,0.03765690376569038,0.029288702928870293,0.03765690376569038,0.02510460251046025,0.06276150627615062,0.03765690376569038,0.0502092050209205,0.06276150627615062,0.08368200836820083,0.06276150627615062,0.0041841004184100415,0.016736401673640166,0.3891213389121339,0.2510460251046025,0.14225941422594143,239,-0.372803347280335
syfp2,SYFP2,515,527,0.68,12,101000.0,68.68,1,39.0,113.85043386518161,2.9314526627219677,58.643728144589545,0.0015001394903159633,95.33333333333333,94.18999999999998,3.0,1.0,0.0,1.0,1.0,0.0,0.3333333333333333,0.0,0.0,97.37333333333333,239,1895,17.651825470383002,52.875,46.547,62.203,94.14803347280335,10.685980761525807,38.59,0.9497907949790795,0.9079497907949791,0.03765690376569038,0.008368200836820083,0.07531380753138076,0.06694560669456066,0.04602510460251046,0.100418410041841,0.03765690376569038,0.0502092050209205,0.08786610878661087,0.09205020920502092,0.02092050209205021,0.05439330543933055,0.04184100418410042,0.03347280334728033,0.02510460251046025,0.03347280334728033,0.06276150627615062,0.07112970711297072,0.0041841004184100415,0.0502092050209205,0.36401673640167365,0.24267782426778242,0.13807531380753138,239,-0.4966527196652722
t-sapphire,T-Sapphire,399,511,0.6,112,44000.0,26.4,1,66.0,88.83757698539527,2.838299740733848,73.98883470723263,0.00030668723236104754,88.66666666666667,84.44,6.0,4.0,1.0,1.0,0.0,1.0,0.6666666666666666,0.16666666666666666,1.0,96.435,239,1895,17.73071375433787,52.781,46.453,62.032000000000004,94.81966527196653,8.962441475966964,45.03,0.9581589958158996,0.9246861924686193,0.04184100418410042,0.0041841004184100415,0.07531380753138076,0.06694560669456066,0.058577405857740586,0.09623430962343096,0.03765690376569038,0.05439330543933055,0.08368200836820083,0.08368200836820083,0.029288702928870293,0.05439330543933055,0.04184100418410042,0.029288702928870293,0.02510460251046025,0.03765690376569038,0.058577405857740586,0.07531380753138076,0.0041841004184100415,0.04184100418410042,0.3891213389121339,0.22594142259414227,0.14225941422594143,239,-0.4008368200836823
tagbfp,TagBFP,402,457,0.63,55,52000.0,32.76,1,63.0,35.57667232852993,28.35812715907891,-169.10333982418038,0.0005449195899548531,94.93666666666667,93.44,4.0,1.0,2.0,0.0,1.0,1.0,0.25,0.5,-1.0,96.625,233,1848,17.50100671715302,59.063,34.593999999999994,54.5,94.62356223175966,8.223424446549105,44.59,0.9699570815450643,0.8969957081545065,0.04721030042918455,0.012875536480686695,0.04291845493562232,0.07725321888412018,0.04721030042918455,0.0944206008583691,0.030042918454935622,0.04291845493562232,0.0815450643776824,0.0815450643776824,0.034334763948497854,0.05150214592274678,0.04291845493562232,0.030042918454935622,0.034334763948497854,0.04291845493562232,0.08583690987124463,0.060085836909871244,0.008583690987124463,0.05150214592274678,0.3648068669527897,0.27467811158798283,0.13733905579399142,233,-0.48025751072961387
tagcfp,TagCFP,458,480,0.57,22,37000.0,21.09,1,38.0,114.30451655017941,0.2952563354999909,66.12169610820847,0.0019340629299784526,94.04,92.31,2.0,1.0,0.0,0.0,1.0,0.0,0.5,0.0,-1.0,96.5,238,1877,17.595042117502192,61.765,40.781000000000006,51.187,93.34857142857142,10.554787219707524,44.38,0.9495798319327731,0.8865546218487395,0.05042016806722689,0.01680672268907563,0.06722689075630252,0.08403361344537816,0.046218487394957986,0.1092436974789916,0.046218487394957986,0.06302521008403361,0.06302521008403361,0.07983193277310924,0.029411764705882353,0.046218487394957986,0.04201680672268908,0.025210084033613446,0.037815126050420166,0.04201680672268908,0.04201680672268908,0.058823529411764705,0.008403361344537815,0.04201680672268908,0.37815126050420167,0.21428571428571427,0.14285714285714285,238,-0.4273109243697481
taggfp2,TagGFP2,483,506,0.6,23,56500.0,33.9,1,65.0,89.6358323140147,-7.155760265691504,82.27432798982255,0.0003657336172191665,80.58333333333333,72.06,7.0,3.0,2.0,1.0,1.0,0.0,0.42857142857142855,0.2857142857142857,0.0,94.44714285714284,238,1890,17.530144151466814,49.25,41.718999999999994,59.968,93.31672268907565,10.670867401855045,42.5,0.9495798319327731,0.8907563025210085,0.037815126050420166,0.02100840336134454,0.06722689075630252,0.07983193277310924,0.05042016806722689,0.10504201680672269,0.046218487394957986,0.058823529411764705,0.07142857142857142,0.07983193277310924,0.025210084033613446,0.05042016806722689,0.04201680672268908,0.029411764705882353,0.04201680672268908,0.037815126050420166,0.0546218487394958,0.0546218487394958,0.004201680672268907,0.04201680672268908,0.35294117647058826,0.23529411764705882,0.14285714285714285,238,-0.5386554621848743
taggfp,TagGFP,482,505,0.6,23,55000.0,33.0,1,38.0,114.62071599169568,1.3540969089055903,59.33475568051341,0.0016902709199902693,95.60333333333331,94.68999999999998,3.0,1.0,0.0,1.0,1.0,0.0,0.3333333333333333,0.0,0.0,97.33333333333333,238,1876,17.53056322295959,57.781,45.36,50.64,94.35974789915967,8.985329449419003,47.91,0.957983193277311,0.9033613445378151,0.04201680672268908,0.01680672268907563,0.07563025210084033,0.07142857142857142,0.04201680672268908,0.09243697478991597,0.04201680672268908,0.04201680672268908,0.07142857142857142,0.09243697478991597,0.025210084033613446,0.05042016806722689,0.04201680672268908,0.03361344537815126,0.029411764705882353,0.05042016806722689,0.06302521008403361,0.06722689075630252,0.004201680672268907,0.046218487394957986,0.35714285714285715,0.2605042016806723,0.13445378151260504,238,-0.500840336134454
tagrfp-t,TagRFP-T,555,584,0.41,29,81000.0,33.21,1,67.0,28.59664215037627,32.941121339877405,-176.73114396405032,0.00027839624760277366,91.16666666666667,86.12,4.0,1.0,2.0,0.0,1.0,1.0,0.25,0.5,-1.0,96.2025,244,1935,17.88334914357873,54.344,34.203,59.89,93.29508196721312,10.29126406117771,43.44,0.9508196721311475,0.8319672131147541,0.040983606557377046,0.01639344262295082,0.045081967213114756,0.08196721311475409,0.045081967213114756,0.10245901639344263,0.03278688524590164,0.036885245901639344,0.0860655737704918,0.0778688524590164,0.045081967213114756,0.045081967213114756,0.045081967213114756,0.028688524590163935,0.036885245901639344,0.036885245901639344,0.0778688524590164,0.06147540983606557,0.00819672131147541,0.04918032786885246,0.36065573770491804,0.2540983606557377,0.13524590163934427,244,-0.531147540983607
tagrfp657,TagRFP657,611,657,0.1,46,34000.0,3.4,1,63.0,13.182721652280266,29.12967644414278,-174.14843162816652,0.0004582187586909376,84.10333333333334,73.62,4.0,1.0,2.0,0.0,1.0,1.0,0.25,0.5,-1.0,94.0025,233,1850,17.551502936703265,56.188,34.968999999999994,59.593,94.27536480686697,8.38406760908945,42.94,0.9699570815450643,0.871244635193133,0.04721030042918455,0.017167381974248927,0.03862660944206009,0.07725321888412018,0.04291845493562232,0.09871244635193133,0.03862660944206009,0.03862660944206009,0.07725321888412018,0.0815450643776824,0.034334763948497854,0.04291845493562232,0.04721030042918455,0.034334763948497854,0.034334763948497854,0.03862660944206009,0.08583690987124463,0.060085836909871244,0.012875536480686695,0.05150214592274678,0.3648068669527897,0.2703862660944206,0.1459227467811159,233,-0.4905579399141635
tagrfp658,TagRFP658,611,658,0.1,47,41200.0,4.12,1,63.0,10.713106014523046,21.847556665294558,-173.70082897899175,0.0004026318438395531,77.58333333333333,66.44,3.0,0.0,2.0,0.0,1.0,0.0,0.0,0.6666666666666666,-1.0,90.47666666666667,233,1856,17.556627320097245,59.406000000000006,33.968999999999994,55.188,93.52660944206008,8.832073238411592,44.44,0.9656652360515021,0.8669527896995708,0.04291845493562232,0.017167381974248927,0.04291845493562232,0.0815450643776824,0.04291845493562232,0.09871244635193133,0.04291845493562232,0.04291845493562232,0.07296137339055794,0.0815450643776824,0.034334763948497854,0.04291845493562232,0.04721030042918455,0.030042918454935622,0.034334763948497854,0.034334763948497854,0.08583690987124463,0.060085836909871244,0.012875536480686695,0.05150214592274678,0.3648068669527897,0.26180257510729615,0.15021459227467812,233,-0.4875536480686701
tagrfp675,TagRFP675,598,675,0.08,77,46000.0,3.68,1,63.0,13.309461998337026,28.218646006856083,177.949186618367,0.0005358230342082206,84.06,72.06,4.0,1.0,2.0,0.0,1.0,1.0,0.25,0.5,-1.0,94.545,233,1851,17.51857570893476,55.156,35.125,61.016000000000005,94.53622317596567,8.212909098751524,43.16,0.9699570815450643,0.8798283261802575,0.04291845493562232,0.017167381974248927,0.03862660944206009,0.07725321888412018,0.03862660944206009,0.09871244635193133,0.030042918454935622,0.03862660944206009,0.08583690987124463,0.07725321888412018,0.04291845493562232,0.04721030042918455,0.04721030042918455,0.034334763948497854,0.03862660944206009,0.04291845493562232,0.07725321888412018,0.060085836909871244,0.012875536480686695,0.05150214592274678,0.3605150214592275,0.2703862660944206,0.13304721030042918,233,-0.5480686695278975
tagrfp,TagRFP,555,584,0.48,29,100000.0,48.0,1,63.0,32.1337787741955,32.35796556839691,-175.566275201778,0.000669371482880125,93.25,90.44,4.0,1.0,2.0,0.0,1.0,1.0,0.25,0.5,-1.0,96.65749999999998,231,1831,17.347320010475627,52.922,35.641000000000005,60.954,95.56359307359305,5.772512232939186,57.69,0.987012987012987,0.9004329004329005,0.04329004329004329,0.017316017316017316,0.04329004329004329,0.07792207792207792,0.047619047619047616,0.09956709956709957,0.03463203463203463,0.03896103896103896,0.08225108225108226,0.0735930735930736,0.04329004329004329,0.04329004329004329,0.047619047619047616,0.030303030303030304,0.03896103896103896,0.04329004329004329,0.07792207792207792,0.06060606060606061,0.008658008658008658,0.047619047619047616,0.36363636363636365,0.2597402597402597,0.13852813852813853,231,-0.5173160173160177
tagyfp,TagYFP,508,524,0.62,16,50000.0,31.0,1,66.0,86.98825132825782,-8.380949532917205,75.15833019948586,0.0003589487396002473,88.77,81.5,7.0,3.0,3.0,1.0,0.0,1.0,0.42857142857142855,0.42857142857142855,1.0,96.39285714285714,239,1899,17.684132926969372,52.328,41.203,60.437,93.87757322175732,10.950146135412895,37.91,0.9497907949790795,0.9079497907949791,0.03347280334728033,0.012552301255230125,0.07112970711297072,0.07531380753138076,0.04602510460251046,0.100418410041841,0.04602510460251046,0.05439330543933055,0.07531380753138076,0.08368200836820083,0.02510460251046025,0.0502092050209205,0.04184100418410042,0.02510460251046025,0.03765690376569038,0.04184100418410042,0.058577405857740586,0.07112970711297072,0.0041841004184100415,0.04602510460251046,0.3598326359832636,0.23430962343096234,0.14225941422594143,239,-0.5020920502092052
td-rfp611,td-RFP611,558,609,0.47,51,70000.0,32.9,1,63.0,38.68412684144356,29.15336738015697,176.00613782600288,0.00040801562198944857,89.45666666666666,83.06,4.0,1.0,2.0,0.0,1.0,1.0,0.25,0.5,-1.0,95.89,231,1831,17.412373507123895,54.578,45.781000000000006,54.797,95.31948051948054,6.526179161558063,43.88,0.9826839826839827,0.9047619047619048,0.03463203463203463,0.017316017316017316,0.05194805194805195,0.0735930735930736,0.0735930735930736,0.10822510822510822,0.025974025974025976,0.021645021645021644,0.0735930735930736,0.06060606060606061,0.06060606060606061,0.03896103896103896,0.04329004329004329,0.030303030303030304,0.04329004329004329,0.05194805194805195,0.06493506493506493,0.07792207792207792,0.008658008658008658,0.03896103896103896,0.38095238095238093,0.24242424242424243,0.1471861471861472,231,-0.4229437229437231
td-rfp639,td-RFP639,589,631,0.16,42,90400.0,14.46,1,63.0,37.86116305097633,32.44915626468523,-174.46826840649314,0.00032566775652093056,92.58333333333333,88.0,4.0,1.0,2.0,0.0,1.0,1.0,0.25,0.5,-1.0,96.375,231,1833,17.429722883472476,53.047,34.813,60.733999999999995,95.25497835497836,6.9530834590328405,43.72,0.9783549783549783,0.9004329004329005,0.03463203463203463,0.021645021645021644,0.05194805194805195,0.0735930735930736,0.07792207792207792,0.10822510822510822,0.025974025974025976,0.021645021645021644,0.0735930735930736,0.06060606060606061,0.06060606060606061,0.03463203463203463,0.04329004329004329,0.030303030303030304,0.04329004329004329,0.05194805194805195,0.06493506493506493,0.0735930735930736,0.008658008658008658,0.03896103896103896,0.38095238095238093,0.24242424242424243,0.15151515151515152,231,-0.4030303030303032
td5oxstaygold,td5oxStayGold,496,506,0.93,10,156000.0,145.08,1,66.0,-113.39410629133192,-29.450827370955754,111.14205390188134,0.0005712403127787279,57.906666666666666,54.41,5.0,1.0,1.0,2.0,1.0,0.0,0.2,0.2,1.0,87.512,485,3833,25.253021611674306,67.813,63.735,86.09299999999999,86.84278350515464,17.226421575397957,26.110000000000003,0.8865979381443299,0.6556701030927835,0.030927835051546393,0.012371134020618556,0.049484536082474224,0.07422680412371134,0.041237113402061855,0.09896907216494845,0.0577319587628866,0.04329896907216495,0.07422680412371134,0.0577319587628866,0.024742268041237112,0.04536082474226804,0.0577319587628866,0.041237113402061855,0.016494845360824743,0.07835051546391752,0.07216494845360824,0.05979381443298969,0.01443298969072165,0.049484536082474224,0.32989690721649484,0.29896907216494845,0.16288659793814433,485,-0.6925773195876287
td5staygold,td5StayGold,496,504,0.91,8,155000.0,141.05,1,66.0,145.98443849879035,-55.39157577898232,103.59198067033013,0.00032387643781584056,55.54333333333333,53.44,5.0,1.0,1.0,2.0,1.0,0.0,0.2,0.2,1.0,86.526,485,3821,25.28347251430502,70.344,62.0,88.969,87.63672164948453,16.80122149998604,26.110000000000003,0.8948453608247423,0.7134020618556701,0.030927835051546393,0.020618556701030927,0.049484536082474224,0.07422680412371134,0.041237113402061855,0.09896907216494845,0.061855670103092786,0.03505154639175258,0.07422680412371134,0.0577319587628866,0.024742268041237112,0.04536082474226804,0.0577319587628866,0.041237113402061855,0.016494845360824743,0.07835051546391752,0.07216494845360824,0.05979381443298969,0.01443298969072165,0.04536082474226804,0.3216494845360825,0.3030927835051546,0.16288659793814433,485,-0.7169072164948451
td8oxstaygold,td8oxStayGold,496,506,0.93,10,157000.0,146.01,1,66.0,78.39478962648855,-46.99539995456066,151.01222503093797,0.0003783263556028747,59.40666666666666,55.72,6.0,1.0,1.0,3.0,1.0,0.0,0.16666666666666666,0.16666666666666666,2.0,86.57166666666667,482,3819,24.96200881059394,90.281,57.297,73.34299999999999,87.02402489626556,16.43969434601056,26.45,0.9004149377593361,0.6369294605809128,0.026970954356846474,0.012448132780082987,0.04979253112033195,0.07468879668049792,0.04149377593360996,0.0995850622406639,0.056016597510373446,0.043568464730290454,0.07676348547717843,0.06016597510373444,0.024896265560165973,0.04564315352697095,0.05394190871369295,0.04149377593360996,0.01867219917012448,0.07676348547717843,0.07468879668049792,0.058091286307053944,0.012448132780082987,0.05186721991701245,0.3215767634854772,0.3029045643153527,0.16182572614107885,482,-0.7099585062240662
tdkatushka2,tdKatushka2,588,633,0.37,45,132500.0,49.02,1,63.0,37.042592064142234,30.405068230633738,-173.43238072889767,0.000340540209610671,92.31333333333333,89.19,4.0,1.0,2.0,0.0,1.0,1.0,0.25,0.5,-1.0,96.125,231,1830,17.360516235454234,59.063,35.266,53.0,95.34017316017317,6.730883011700746,42.16,0.987012987012987,0.9047619047619048,0.04329004329004329,0.017316017316017316,0.03463203463203463,0.0735930735930736,0.05627705627705628,0.09956709956709957,0.04329004329004329,0.04329004329004329,0.09090909090909091,0.06926406926406926,0.047619047619047616,0.047619047619047616,0.04329004329004329,0.03463203463203463,0.025974025974025976,0.05194805194805195,0.07792207792207792,0.047619047619047616,0.008658008658008658,0.04329004329004329,0.3593073593073593,0.2727272727272727,0.15151515151515152,231,-0.5186147186147189
tdlanyfp,tdLanYFP,512,519,0.92,7,133000.0,122.36,1,68.0,114.27952245334545,-18.21820218958152,63.1454465768451,0.0007874841661965498,71.10333333333334,69.5,6.0,3.0,0.0,2.0,1.0,0.0,0.5,0.0,1.0,93.175,473,3731,23.938281049109417,68.14,63.25,64.48400000000001,87.93801268498943,16.645093934128127,25.08,0.904862579281184,0.7145877378435518,0.05496828752642706,0.004228329809725159,0.05708245243128964,0.048625792811839326,0.06765327695560254,0.09936575052854123,0.02536997885835095,0.02959830866807611,0.06765327695560254,0.05708245243128964,0.046511627906976744,0.0507399577167019,0.0507399577167019,0.042283298097251586,0.02536997885835095,0.06765327695560254,0.09936575052854123,0.040169133192389,0.016913319238900635,0.048625792811839326,0.36363636363636365,0.3128964059196617,0.15856236786469344,473,-0.5716701902748409
tdsmurfp,TDsmURFP,642,670,0.18,28,170000.0,30.6,1,56.0,58.1099582977492,48.441399826657765,82.15083387376419,0.0004575294395481552,85.76666666666667,83.12,5.0,3.0,1.0,1.0,0.0,2.0,0.6,0.2,1.0,84.088,289,2236,19.30750828670941,60.828,47.843,51.968999999999994,82.28301038062284,17.14841619902084,27.27,0.8512110726643599,0.39100346020761245,0.08996539792387544,0.020761245674740483,0.0657439446366782,0.0657439446366782,0.02768166089965398,0.06920415224913495,0.01730103806228374,0.08304498269896193,0.05536332179930796,0.11072664359861592,0.03806228373702422,0.03460207612456748,0.04152249134948097,0.020761245674740483,0.05536332179930796,0.08996539792387544,0.04498269896193772,0.02768166089965398,0.01384083044982699,0.02768166089965398,0.43252595155709345,0.23875432525951557,0.08650519031141868,289,-0.1460207612456749
tdtomato,tdTomato,554,581,0.69,27,138000.0,95.22,1,67.0,20.265680434514543,25.79427174906163,-177.5905690566916,0.001682744649755446,72.94,56.94,5.0,2.0,1.0,1.0,1.0,1.0,0.4,0.2,0.0,90.114,476,3818,23.957354351558916,71.469,56.906,70.5,90.6411974789916,16.418067830811776,26.02,0.9201680672268907,0.8697478991596639,0.03361344537815126,0.0,0.0546218487394958,0.08823529411764706,0.046218487394957986,0.1092436974789916,0.031512605042016806,0.037815126050420166,0.09243697478991597,0.06932773109243698,0.04411764705882353,0.02100840336134454,0.0546218487394958,0.03361344537815126,0.037815126050420166,0.052521008403361345,0.06092436974789916,0.06092436974789916,0.012605042016806723,0.058823529411764705,0.3592436974789916,0.226890756302521,0.14915966386554622,476,-0.6630252100840331
topaz,Topaz,514,527,0.6,13,94500.0,56.7,1,38.0,115.1825344776553,2.3613622173217244,59.046333952221566,0.0011211069397906433,95.73,94.75,3.0,1.0,0.0,1.0,1.0,0.0,0.3333333333333333,0.0,0.0,97.70666666666666,238,1899,17.600919976484896,52.484,45.468999999999994,61.828,94.87067226890757,8.675422129665302,44.78,0.957983193277311,0.9159663865546218,0.037815126050420166,0.008403361344537815,0.07563025210084033,0.06722689075630252,0.0546218487394958,0.09663865546218488,0.037815126050420166,0.05042016806722689,0.07983193277310924,0.08403361344537816,0.025210084033613446,0.0546218487394958,0.04201680672268908,0.029411764705882353,0.03361344537815126,0.037815126050420166,0.058823529411764705,0.07142857142857142,0.004201680672268907,0.05042016806722689,0.3697478991596639,0.23949579831932774,0.14705882352941177,238,-0.4882352941176473
tripartitegfp,TripartiteGFP,480,514,,34,,,1,65.0,86.47879911682978,-3.0630040187163545,81.58440972124883,0.00038334377761368093,91.77,87.88,6.0,3.0,2.0,1.0,0.0,0.0,0.5,0.3333333333333333,1.0,96.645,237,1887,17.271365700633517,48.36,46.61,50.094,92.14894514767931,12.354728409688333,30.97,0.9282700421940928,0.8185654008438819,0.0379746835443038,0.008438818565400843,0.08438818565400844,0.06329113924050633,0.05063291139240506,0.08860759493670886,0.0379746835443038,0.05907172995780591,0.0759493670886076,0.08860759493670886,0.02109704641350211,0.046413502109704644,0.04219409282700422,0.029535864978902954,0.0379746835443038,0.03375527426160337,0.08016877637130802,0.06751054852320675,0.004219409282700422,0.04219409282700422,0.37130801687763715,0.24050632911392406,0.1350210970464135,237,-0.4586497890295362
